COMID,terminal_COMID
10365160,10367158
10365862,10367158
10365600,10367158
10365112,10367158
10365090,10367158
10365092,10367158
10365074,10367158
10365108,10367158
10365088,10367158
10365120,10367158
10365126,10367158
10365116,10367158
10365150,10367158
10365854,10367158
10365598,10367158
10365110,10367158
10365850,10367158
10369392,10367158
10365564,10367158
10365058,10367158
10365838,10367158
10365842,10367158
10365106,10367158
10365084,10367158
10365138,10367158
10365174,10367158
10365164,10367158
10365168,10367158
10365162,10367158
10365182,10367158
10365870,10367158
10365186,10367158
10365876,10367158
10365634,10367158
10365636,10367158
10365642,10367158
10365882,10367158
10365648,10367158
10365200,10367158
10365896,10367158
10365202,10367158
10365652,10367158
10365656,10367158
10365900,10367158
10365668,10367158
10365912,10367158
10365204,10367158
10365658,10367158
10365918,10367158
10365670,10367158
10369396,10367158
10365208,10367158
10365206,10367158
10365214,10367158
10365660,10367158
10365924,10367158
10365680,10367158
10365678,10367158
10365218,10367158
10365684,10367158
10365930,10367158
10365694,10367158
10365948,10367158
10365946,10367158
10365700,10367158
10366232,10367158
10365952,10367158
10365226,10367158
10365244,10367158
10365238,10367158
10365230,10367158
10365714,10367158
10365252,10367158
10365984,10367158
10366000,10367158
10365722,10367158
10365242,10367158
10365718,10367158
10366014,10367158
10366110,10367158
10366108,10367158
10366130,10367158
10366138,10367158
10366134,10367158
10366120,10367158
10369416,10367158
10366136,10367158
10366150,10367158
10366148,10367158
10366146,10367158
10366144,10367158
10365712,10367158
10366184,10367158
10365956,10367158
10365954,10367158
10366156,10367158
10366154,10367158
10365974,10367158
10366152,10367158
10366166,10367158
10366168,10367158
10366160,10367158
10366176,10367158
10366170,10367158
10366172,10367158
10366174,10367158
10366180,10367158
10366178,10367158
10365966,10367158
10366192,10367158
10366194,10367158
10366190,10367158
10366196,10367158
10366200,10367158
10366198,10367158
10366202,10367158
10366204,10367158
10365840,10367158
10366210,10367158
10366212,10367158
10366214,10367158
10366234,10367158
10366246,10367158
10366244,10367158
10366270,10367158
10367160,10367158
10366022,10367158
10367130,10367158
10367172,10367158
10367174,10367158
10367176,10367158
10367178,10367158
10366126,10367158
10366124,10367158
10366128,10367158
10366132,10367158
10367226,10367158
10367072,10367158
10366122,10367158
10366140,10367158
10366248,10367158
10366250,10367158
10366252,10367158
10365968,10367158
10366186,10367158
166759551,10367158
10365958,10367158
10366106,10367158
10366012,10367158
10369352,10367158
10369374,10367158
10365922,10367158
10367152,10367158
10367162,10367158
10369388,10367158
10365994,10367158
10365998,10367158
10369402,10367158
10366118,10367158
10365962,10367158
10365914,10367158
10365898,10367158
10365836,10367158
10366208,10367158
10365250,10367158
10366112,10367158
10365726,10367158
10365672,10367158
10365708,10367158
10367168,10367158
10366182,10367158
10365232,10367158
10365944,10367158
10365942,10367158
10365692,10367158
10367164,10367158
10365988,10367158
10366142,10367158
10369398,10367158
10365920,10367158
10365868,10367158
10365872,10367158
10366206,10367158
10365878,10367158
25901416,10367158
10366010,10367158
10367218,10367158
10366032,10367158
10366114,10367158
10366116,10367158
10366026,10367158
10369412,10367158
10366018,10367158
10366024,10367158
166759544,10367158
166759553,10367158
166759554,10367158
2078065,10367158
2077989,10367158
2078097,10367158
2078061,10367158
2078067,10367158
2078063,10367158
2078057,10367158
2078055,10367158
2078099,10367158
10367158,10367158
10367208,10367208
10367210,10367208
10367212,10367208
10367216,10367208
10367214,10367208
10367208,10367208
2297392,2297884
2297386,2297884
2297368,2297884
2297366,2297884
2296830,2297884
2296826,2297884
2296824,2297884
2296168,2297884
2296822,2297884
2297362,2297884
2297318,2297884
2297298,2297884
2297884,2297884
2299098,2297884
2299084,2297884
2299034,2297884
2299010,2297884
2299006,2297884
2299176,2297884
2298982,2297884
2298324,2297884
2298784,2297884
2298782,2297884
2299086,2297884
2301126,2297884
2299100,2297884
2299094,2297884
2299172,2297884
2298576,2297884
2298550,2297884
2298536,2297884
2298508,2297884
2298506,2297884
2298470,2297884
2298476,2297884
2298288,2297884
2298948,2297884
2297820,2297884
2298774,2297884
2298404,2297884
2298966,2297884
2297826,2297884
2296902,2297884
2296882,2297884
2296880,2297884
2297160,2297884
2296814,2297884
2296808,2297884
2296806,2297884
2301146,2297884
2297300,2297884
2296796,2297884
2298834,2297884
2298346,2297884
2298828,2297884
2297004,2297884
2296176,2297884
2298684,2297884
2298900,2297884
2298688,2297884
2299122,2297884
2299060,2297884
2298634,2297884
2299074,2297884
2298670,2297884
2299104,2297884
2298912,2297884
2298898,2297884
2298668,2297884
2299096,2297884
2298660,2297884
2298680,2297884
2298908,2297884
2299166,2297884
2298844,2297884
2298484,2297884
2298490,2297884
2298514,2297884
2298526,2297884
2298588,2297884
2298868,2297884
2298824,2297884
2298620,2297884
2298658,2297884
2299092,2297884
2298650,2297884
2298602,2297884
2298642,2297884
2299118,2297884
2299076,2297884
2298596,2297884
2299036,2297884
2298842,2297884
2299024,2297884
2298428,2297884
2298974,2297884
2298426,2297884
2298826,2297884
2298362,2297884
2298438,2297884
2299116,2297884
2298980,2297884
2301120,2297884
2299004,2297884
2298432,2297884
2298436,2297884
2298434,2297884
2298496,2297884
2299008,2297884
2298524,2297884
2299026,2297884
2299030,2297884
2301122,2297884
2298664,2297884
2299088,2297884
2298662,2297884
2299188,2297884
2298656,2297884
2298666,2297884
2299120,2297884
2296908,2297884
2297358,2297884
2297464,2297884
2296836,2297884
2296834,2297884
2297304,2297884
2297158,2297884
2297484,2297884
2297154,2297884
2296818,2297884
2301144,2297884
2297292,2297884
2297460,2297884
2296820,2297884
2297462,2297884
2297302,2297884
2296892,2297884
2297326,2297884
2296888,2297884
2296884,2297884
2296896,2297884
2296828,2297884
2296832,2297884
2296816,2297884
2296804,2297884
26495157,2297884
2296810,2297884
2296840,2297884
2296842,2297884
2297306,2297884
2296894,2297884
2296878,2297884
2301152,2297884
2297428,2297884
2297412,2297884
2296968,2297884
2296964,2297884
2296956,2297884
2297166,2297884
2296942,2297884
2296914,2297884
2297168,2297884
2296910,2297884
2296984,2297884
2297002,2297884
2296992,2297884
2301158,2297884
2297194,2297884
2297470,2297884
2297052,2297884
2297202,2297884
2297438,2297884
2301156,2297884
2297452,2297884
2297068,2297884
2297446,2297884
2297060,2297884
2297054,2297884
2297204,2297884
2297208,2297884
2297214,2297884
2297058,2297884
2297206,2297884
2297050,2297884
2297032,2297884
2297022,2297884
2296940,2297884
2297048,2297884
2297020,2297884
2297016,2297884
2297018,2297884
2297164,2297884
2297034,2297884
2297056,2297884
2298930,2297884
2298276,2297884
2297064,2297884
2297440,2297884
2297210,2297884
2295936,2297884
2301154,2297884
2297442,2297884
2295934,2297884
2295930,2297884
2296180,2297884
2295938,2297884
2295932,2297884
2295924,2297884
2298328,2297884
2297824,2297884
2298960,2297884
2297762,2297884
2298806,2297884
2297758,2297884
2298430,2297884
2298976,2297884
2298816,2297884
2298794,2297884
2298786,2297884
2298302,2297884
2298318,2297884
2298368,2297884
2298360,2297884
2298790,2297884
2298796,2297884
2298832,2297884
2296218,2297884
2296224,2297884
2297456,2297884
2298936,2297884
2297418,2297884
2297424,2297884
2297410,2297884
2297398,2297884
2297388,2297884
2297384,2297884
2297380,2297884
2297466,2297884
2297372,2297884
2301150,2297884
2297360,2297884
2297314,2297884
2297310,2297884
2297308,2297884
2297490,2297884
2296798,2297884
2297284,2297884
2297288,2297884
2297474,2297884
2297444,2297884
2297404,2297884
2297400,2297884
2297006,2297884
2297328,2297884
2297294,2297884
2297496,2297884
2297492,2297884
2297494,2297884
2297498,2297884
2297500,2297884
2297504,2297884
2297502,2297884
2298686,2297884
2298078,2297884
2298074,2297884
2301138,2297884
2298076,2297884
2299114,2297884
2297886,2297884
2298904,2297884
2298678,2297884
2298350,2297884
2298356,2297884
2298354,2297884
2298344,2297884
2298384,2297884
2298420,2297884
2298418,2297884
2298306,2297884
2298700,2297884
2298286,2297884
2298956,2297884
2298628,2297884
2298558,2297884
2298548,2297884
2298978,2297884
2299002,2297884
2298984,2297884
2299110,2297884
2299178,2297884
2301128,2297884
2301124,2297884
2299062,2297884
2299068,2297884
2299058,2297884
2299090,2297884
2298282,2297884
2298942,2297884
2299202,2297884
2299204,2297884
2298916,2297884
2298838,2297884
2297198,2297884
2297454,2297884
2297432,2297884
2299080,2297884
2298950,2297884
2298944,2297884
2298952,2297884
2299206,2297884
2298372,2297884
2298972,2297884
2298986,2297884
2298894,2297884
2299170,2297884
2299168,2297884
2298962,2297884
2297430,2297884
2297468,2297884
2297356,2297884
2297296,2297884
2298054,2297884
2299112,2297884
2299082,2297884
2298988,2297884
2298398,2297884
2298970,2297884
2298338,2297884
2297760,2297884
2298810,2297884
2298780,2297884
2301072,2297884
2296178,2297884
2296226,2297884
2297822,2297884
2296182,2297884
2298902,2297884
2299158,2297884
2299162,2297884
2299156,2297884
2299164,2297884
2299160,2297884
2298682,2297884
2298896,2297884
2298822,2297884
2298622,2297884
2298652,2297884
2299192,2297884
2298618,2297884
2299052,2297884
2298604,2297884
2299186,2297884
2298448,2297884
2299182,2297884
2297422,2297884
2297472,2297884
2297066,2297884
2297506,2297884
2297450,2297884
2299200,2297884
2298422,2297884
2298300,2297884
2299190,2297884
2299040,2297884
2299032,2297884
2299028,2297884
2299022,2297884
2299014,2297884
2298998,2297884
2298994,2297884
2298964,2297884
2298932,2297884
2298940,2297884
2299102,2297884
26495115,2297884
26495117,2297884
2297448,2297884
2297354,2297884
2297352,2297884
2297486,2297884
2297152,2297884
2299124,2297884
2299126,2297884
2299130,2297884
2299132,2297884
2299134,2297884
2299136,2297884
2299138,2297884
2299140,2297884
2299142,2297884
2299144,2297884
2299146,2297884
2299148,2297884
2299150,2297884
2299152,2297884
2299154,2297884
26495113,2297884
2135852,2297884
2138022,2297884
2135826,2297884
2135800,2297884
2135854,2297884
2135752,2297884
2135742,2297884
2135838,2297884
2135236,2297884
2135648,2297884
2135222,2297884
2135216,2297884
2135656,2297884
2135830,2297884
2135256,2297884
2135248,2297884
2135244,2297884
2135232,2297884
2135230,2297884
2135226,2297884
2135220,2297884
2135214,2297884
2135652,2297884
2135302,2297884
2135738,2297884
2135300,2297884
2135298,2297884
2135668,2297884
2135292,2297884
2135228,2297884
2135208,2297884
2135672,2297884
2135364,2297884
2135362,2297884
2135396,2297884
2135388,2297884
2135390,2297884
2135868,2297884
2135472,2297884
2135444,2297884
2135824,2297884
2135470,2297884
2135446,2297884
2135386,2297884
2135378,2297884
2135308,2297884
2135296,2297884
2135294,2297884
2135670,2297884
2135306,2297884
2135304,2297884
2135828,2297884
2135712,2297884
2135276,2297884
2135254,2297884
2135246,2297884
2135224,2297884
2135218,2297884
2135212,2297884
2135266,2297884
2135268,2297884
2135716,2297884
2135650,2297884
2135234,2297884
2135694,2297884
2135646,2297884
2135242,2297884
2135250,2297884
2135260,2297884
2135272,2297884
2135666,2297884
2135288,2297884
2135286,2297884
2135776,2297884
2138014,2297884
2135768,2297884
2135760,2297884
2135324,2297884
2135328,2297884
2135354,2297884
2135350,2297884
2135356,2297884
2135438,2297884
2135450,2297884
2135466,2297884
2135464,2297884
2135682,2297884
2135844,2297884
2135808,2297884
2135436,2297884
2135846,2297884
2135850,2297884
2135816,2297884
2135822,2297884
2135858,2297884
2135860,2297884
2135862,2297884
2135864,2297884
2135782,2297884
2135778,2297884
2135878,2297884
2135876,2297884
2135880,2297884
2135888,2297884
2135832,2297884
2135906,2297884
2135754,2297884
2135772,2297884
2135770,2297884
2135376,2297884
2135802,2297884
2135454,2297884
2135718,2297884
2135714,2297884
2135710,2297884
2135790,2297884
2135810,2297884
2135796,2297884
2135788,2297884
2135762,2297884
2135274,2297884
2135278,2297884
2138016,2297884
2135812,2297884
2135676,2297884
2135814,2297884
2135792,2297884
2135382,2297884
27141475,2297884
2135884,2297884
2135720,2297884
2135748,2297884
2135746,2297884
2135744,2297884
2135740,2297884
2135736,2297884
2135734,2297884
2135732,2297884
2135730,2297884
2135728,2297884
2135726,2297884
2135724,2297884
2135722,2297884
2297884,2297884
2299046,2298068
2298632,2298068
2299050,2298068
2298566,2298068
2299194,2298068
2298542,2298068
2298544,2298068
2298640,2298068
2298644,2298068
2298068,2298068
2299072,2298068
2298062,2298068
2298648,2298068
2299070,2298068
2298630,2298068
2298636,2298068
2298070,2298068
2298068,2298068
2298556,2297862
2297844,2297862
2299038,2297862
2299020,2297862
2297848,2297862
2298598,2297862
2301132,2297862
2299044,2297862
2298594,2297862
2298590,2297862
2299042,2297862
2297828,2297862
2298516,2297862
2299016,2297862
2297766,2297862
2297764,2297862
2297830,2297862
2297842,2297862
2298540,2297862
2297852,2297862
2297862,2297862
2297856,2297862
2297860,2297862
2297846,2297862
2297862,2297862
2077611,2078119
2077615,2078119
2077703,2078119
2078119,2078119
2078441,2078119
2078117,2078119
2078069,2078119
2077987,2078119
2077985,2078119
2077983,2078119
2078047,2078119
2078435,2078119
2077367,2078119
2077675,2078119
2077671,2078119
2077667,2078119
2077363,2078119
2077359,2078119
2077355,2078119
2077357,2078119
2077655,2078119
2077651,2078119
2077343,2078119
2077339,2078119
2077633,2078119
2077331,2078119
2077327,2078119
2077321,2078119
2077347,2078119
2077685,2078119
2077325,2078119
2077607,2078119
2077311,2078119
2077593,2078119
2077309,2078119
2077307,2078119
2077585,2078119
2077305,2078119
2077591,2078119
2077365,2078119
2078049,2078119
2078445,2078119
2077673,2078119
2077665,2078119
2077351,2078119
2077641,2078119
2077345,2078119
2077341,2078119
2077335,2078119
2077627,2078119
2077315,2078119
2077707,2078119
2077623,2078119
2077603,2078119
2077595,2078119
2077649,2078119
2077677,2078119
2078059,2078119
2077981,2078119
2078051,2078119
2077657,2078119
2077645,2078119
2077639,2078119
2077635,2078119
2077337,2078119
2077629,2078119
2077625,2078119
2077617,2078119
2077619,2078119
2077601,2078119
2077643,2078119
2077661,2078119
2077659,2078119
2077663,2078119
2077631,2078119
2077323,2078119
2077319,2078119
2077329,2078119
2077621,2078119
2077637,2078119
2077587,2078119
2077303,2078119
2077581,2078119
2077589,2078119
2077683,2078119
2077599,2078119
2077605,2078119
2077597,2078119
2077349,2078119
2077653,2078119
2077647,2078119
2077669,2078119
2077687,2078119
2077679,2078119
2078053,2078119
2077699,2078119
2077701,2078119
2077313,2078119
2077991,2078119
2078111,2078119
2078447,2078119
2078115,2078119
2078443,2078119
2077609,2078119
2077583,2078119
2077613,2078119
2078073,2078119
26875392,2078119
26875396,2078119
2078119,2078119
2078001,2078089
2078089,2078089
2078133,2078089
2077999,2078089
2078087,2078089
2078089,2078089
2078093,2078093
2078093,2078093
2078075,2078075
2078075,2078075
2078079,2078079
2077993,2078079
2078083,2078079
2078079,2078079
2078101,2078101
2078101,2078101
2078077,2078077
2078077,2078077
2077997,2077997
2078081,2077997
2078085,2077997
2077997,2077997
3572333,3572333
3572333,3572333
3572721,3572721
3572721,3572721
3572605,3572605
3572603,3572605
3572607,3572605
3572745,3572605
3572719,3572605
3572605,3572605
3572599,3572599
3572591,3572599
3572785,3572599
3572593,3572599
3572787,3572599
3572599,3572599
3572743,3572743
3572741,3572743
3572615,3572743
3572853,3572743
3572743,3572743
3572611,3572611
3572611,3572611
3572609,3572609
3572609,3572609
3572619,3572755
3572749,3572755
3572621,3572755
3572755,3572755
3572755,3572755
3572623,3572855
3572625,3572855
3572855,3572855
3572763,3572855
3572761,3572855
3572631,3572855
3572789,3572855
3572627,3572855
3572765,3572855
3572767,3572855
3572773,3572855
3572769,3572855
3572855,3572855
3572723,3572723
3572725,3572723
3572643,3572723
3572641,3572723
3572637,3572723
3572791,3572723
3572645,3572723
3572647,3572723
3572793,3572723
3572639,3572723
3572727,3572723
3572781,3572723
3572783,3572723
3572723,3572723
3572613,3572613
3572717,3572613
3572759,3572613
3572613,3572613
2179363,2179363
2180517,2179363
2180513,2179363
2180507,2179363
2178823,2179363
2178821,2179363
2178809,2179363
2178805,2179363
2178799,2179363
2178787,2179363
2178777,2179363
2178763,2179363
2178747,2179363
2179369,2179363
2182089,2179363
2178819,2179363
2178811,2179363
2178789,2179363
2178781,2179363
2178769,2179363
2179003,2179363
2178797,2179363
2178807,2179363
2180607,2179363
2178815,2179363
2178817,2179363
2178813,2179363
2179807,2179363
2180509,2179363
2179367,2179363
2179365,2179363
2180705,2179363
2180565,2179363
166758903,2179363
2179363,2179363
2179329,2179329
2178771,2179329
2182087,2179329
2179311,2179329
2179313,2179329
2178757,2179329
2178761,2179329
2179305,2179329
2179309,2179329
2178753,2179329
2178749,2179329
2178733,2179329
2178713,2179329
2178685,2179329
2178677,2179329
2178669,2179329
2178767,2179329
2179307,2179329
2178751,2179329
2178735,2179329
2178727,2179329
2178681,2179329
2178671,2179329
2178687,2179329
2178755,2179329
2178759,2179329
2179329,2179329
2179101,2179091
2178629,2179091
2179151,2179091
2179157,2179091
2179091,2179091
2179095,2179091
2178635,2179091
2178993,2179091
2178639,2179091
2178643,2179091
2178641,2179091
2178645,2179091
2178637,2179091
2178989,2179091
2178985,2179091
2178603,2179091
2179093,2179091
2178607,2179091
2179099,2179091
2178623,2179091
2179149,2179091
2178987,2179091
2178655,2179091
2178653,2179091
2178995,2179091
2178981,2179091
2178983,2179091
2178633,2179091
2178621,2179091
2179097,2179091
2179091,2179091
2179049,2179049
2178545,2179049
2179045,2179049
2178951,2179049
2178405,2179049
2178381,2179049
2178323,2179049
2177233,2179049
2177229,2179049
2177607,2179049
2177625,2179049
2177221,2179049
2177219,2179049
2177217,2179049
2177595,2179049
2177587,2179049
2177205,2179049
2177583,2179049
2177201,2179049
2177571,2179049
2177555,2179049
2178935,2179049
2178427,2179049
2178929,2179049
2177579,2179049
2177193,2179049
2177181,2179049
2177183,2179049
2177597,2179049
2177575,2179049
2178387,2179049
2178385,2179049
2178923,2179049
2177605,2179049
2177227,2179049
2177223,2179049
2178491,2179049
2178475,2179049
2178419,2179049
2178417,2179049
2178477,2179049
2178933,2179049
2178927,2179049
2178945,2179049
2179039,2179049
2182079,2179049
2178383,2179049
2178917,2179049
2178915,2179049
2178375,2179049
2178369,2179049
2178371,2179049
2178321,2179049
2178901,2179049
2177609,2179049
2177613,2179049
2177225,2179049
2177585,2179049
2177567,2179049
2177185,2179049
2177173,2179049
2177171,2179049
2177169,2179049
2177553,2179049
2177163,2179049
2177557,2179049
2177561,2179049
2177157,2179049
2177159,2179049
2177565,2179049
2177563,2179049
2177629,2179049
2177161,2179049
2177175,2179049
2177577,2179049
2177633,2179049
2177631,2179049
2177191,2179049
2177179,2179049
2177155,2179049
2177177,2179049
2177165,2179049
2177153,2179049
2177167,2179049
2177581,2179049
2177589,2179049
2177203,2179049
2177599,2179049
2177603,2179049
2177601,2179049
2177215,2179049
2177615,2179049
2177209,2179049
2177593,2179049
2178407,2179049
2178397,2179049
2178399,2179049
2177199,2179049
2177187,2179049
2177573,2179049
2177189,2179049
2177197,2179049
2177195,2179049
2177569,2179049
2177559,2179049
2179755,2179049
2179737,2179049
2179827,2179049
2179829,2179049
2178361,2179049
2178351,2179049
2178355,2179049
2178349,2179049
2179041,2179049
2179725,2179049
2182081,2179049
2179043,2179049
2177591,2179049
2178943,2179049
2178359,2179049
2179739,2179049
166758904,2179049
166758905,2179049
2177231,2179049
2178311,2179049
166758906,2179049
166758907,2179049
166758908,2179049
166758909,2179049
166758911,2179049
166758912,2179049
2179049,2179049
2178649,2179701
2179701,2179701
2179701,2179701
2180147,2180147
2180257,2180147
2180147,2180147
2180149,2180149
2180259,2180149
2180149,2180149
2180153,2180153
2180251,2180153
2180155,2180153
2180249,2180153
2180151,2180153
2180153,2180153
2178997,2179245
2179245,2179245
2179245,2179245
2178647,2178647
2179371,2178647
2178647,2178647
2179169,2179169
2178593,2179169
2179169,2179169
2178957,2179137
2179137,2179137
2179137,2179137
2178977,2178977
2178977,2178977
2178615,2179175
2179175,2179175
2179175,2179175
2178625,2179207
2179207,2179207
2178619,2179207
2178617,2179207
2179207,2179207
2179163,2179189
2178611,2179189
2178613,2179189
2182085,2179189
2179161,2179189
2179189,2179189
2179189,2179189
2178605,2179121
2179121,2179121
2179121,2179121
2178591,2179111
2179111,2179111
2179111,2179111
2178567,2178567
2178563,2178567
2178565,2178567
2178567,2178567
2178557,2178557
2178557,2178557
2178991,2179191
2179689,2179191
2179191,2179191
2178627,2179191
2179691,2179191
2179191,2179191
2178659,2179213
2179213,2179213
2179219,2179213
2178665,2179213
2178651,2179213
2179215,2179213
2178667,2179213
2179213,2179213
2179223,2179223
2179693,2179223
2179223,2179223
2178657,2179235
2179235,2179235
2179235,2179235
2178673,2179251
2179251,2179251
2179251,2179251
2178705,2178705
2178701,2178705
2178699,2178705
2178705,2178705
2178707,2178707
2178707,2178707
2178709,2179269
2179799,2179269
2179269,2179269
2179269,2179269
2178689,2179261
2179261,2179261
2178691,2179261
2178683,2179261
2179261,2179261
2178743,2178743
2179295,2178743
2178729,2178743
2178721,2178743
2178719,2178743
2179255,2178743
2178693,2178743
2178743,2178743
2179009,2179009
2179009,2179009
2178741,2179275
2179275,2179275
2179275,2179275
2179007,2179283
2179283,2179283
2178739,2179283
2178737,2179283
2178723,2179283
2178717,2179283
2178715,2179283
2178745,2179283
2178731,2179283
2178711,2179283
2178725,2179283
2179001,2179283
2179283,2179283
2178765,2179317
2179317,2179317
2179317,2179317
2179323,2179323
2178773,2179323
2179323,2179323
2178785,2179353
2179353,2179353
2179353,2179353
2179013,2179013
2179013,2179013
2178803,2178803
2178803,2178803
2178783,2179341
2179341,2179341
2179335,2179341
2179341,2179341
2180521,2180521
2180521,2180521
2180535,2180535
2180535,2180535
2180703,2180751
2180751,2180751
2180751,2180751
2180547,2180585
2180755,2180585
2180753,2180585
2180585,2180585
2180553,2180585
2180585,2180585
2180613,2180613
2180613,2180613
2180615,2180615
2180615,2180615
2180623,2180623
2180623,2180623
2180625,2180763
2180627,2180763
2180759,2180763
2180757,2180763
2180763,2180763
2180763,2180763
2180629,2180629
2180839,2180629
2180629,2180629
2179723,2179723
2179723,2179723
2179753,2179289
2179749,2179289
2179751,2179289
2179747,2179289
2179743,2179289
2179745,2179289
2179289,2179289
2179731,2179289
2179729,2179289
2179727,2179289
2179289,2179289
2178679,2179299
2178661,2179299
2178999,2179299
2178663,2179299
2178697,2179299
2179687,2179299
2179803,2179299
2179801,2179299
2179299,2179299
2179805,2179299
2178695,2179299
2179257,2179299
2179253,2179299
2179299,2179299
2180235,2180235
2180203,2180235
2180235,2180235
2180209,2180209
2180209,2180209
2180125,2180125
2180125,2180125
2178675,2179707
2179703,2179707
2179705,2179707
2182091,2179707
2179741,2179707
2179707,2179707
2179707,2179707
2179769,2179081
2179771,2179081
2179081,2179081
2178969,2179081
2179773,2179081
2179081,2179081
2178553,2179179
2179697,2179179
2179087,2179179
2178537,2179179
2178511,2179179
2178979,2179179
2179107,2179179
2180133,2179179
2180241,2179179
2178509,2179179
2178547,2179179
2178559,2179179
2179089,2179179
2179777,2179179
2179775,2179179
2179793,2179179
2179795,2179179
2180205,2179179
2180275,2179179
2180277,2179179
2180123,2179179
2180287,2179179
2180285,2179179
2180207,2179179
2180211,2179179
2180281,2179179
2180213,2179179
2180215,2179179
2180289,2179179
2180239,2179179
2180291,2179179
2180293,2179179
2180295,2179179
2179695,2179179
2179699,2179179
2179797,2179179
2179109,2179179
2179179,2179179
2180283,2179179
2179779,2179179
2179105,2179179
2180237,2179179
2180279,2179179
2179103,2179179
2179179,2179179
2178523,2179145
2178517,2179145
2178501,2179145
2178489,2179145
2178479,2179145
2178457,2179145
2178447,2179145
2179131,2179145
2178585,2179145
2182083,2179145
2178521,2179145
2178499,2179145
2178473,2179145
2178471,2179145
2178487,2179145
2178469,2179145
2178451,2179145
2178449,2179145
2178455,2179145
2178445,2179145
2178527,2179145
2179781,2179145
2179783,2179145
2179129,2179145
2179145,2179145
2178531,2179145
2179785,2179145
2179065,2179145
2179069,2179145
2179145,2179145
2178581,2179125
2178575,2179125
2178573,2179125
2178583,2179125
2179787,2179125
2179789,2179125
2179125,2179125
2178597,2179125
2179791,2179125
2179125,2179125
2178793,2179343
2178795,2179343
2179011,2179343
2178791,2179343
2178775,2179343
2178779,2179343
2179357,2179343
2178801,2179343
2179733,2179343
2179337,2179343
2179735,2179343
2179343,2179343
2179343,2179343
2178947,2179073
2178497,2179073
2178463,2179073
2178429,2179073
2178937,2179073
2178439,2179073
2178391,2179073
2178525,2179073
2178461,2179073
2178507,2179073
2178459,2179073
2178443,2179073
2178939,2179073
2178481,2179073
2178441,2179073
2178425,2179073
2178431,2179073
2178411,2179073
2178925,2179073
2178389,2179073
2178377,2179073
2178379,2179073
2178467,2179073
2178513,2179073
2178949,2179073
2178515,2179073
2179815,2179073
2179821,2179073
2182093,2179073
2178955,2179073
2179813,2179073
2179811,2179073
2179817,2179073
2179819,2179073
2179825,2179073
2179073,2179073
2179823,2179073
2179073,2179073
2178551,2179057
2178965,2179057
2178961,2179057
2178959,2179057
2178549,2179057
2178543,2179057
2178541,2179057
2178519,2179057
2178503,2179057
2178493,2179057
2178931,2179057
2178921,2179057
2178353,2179057
2178337,2179057
2178909,2179057
2178903,2179057
2178941,2179057
2178483,2179057
2178453,2179057
2178435,2179057
2178421,2179057
2178415,2179057
2178401,2179057
2178367,2179057
2178363,2179057
2178345,2179057
2178341,2179057
2178339,2179057
2178335,2179057
2178333,2179057
2178971,2179057
2179061,2179057
2178975,2179057
2178587,2179057
2178555,2179057
2178571,2179057
2178579,2179057
2178595,2179057
2178589,2179057
2178967,2179057
2178601,2179057
2178569,2179057
2178599,2179057
2178577,2179057
2178561,2179057
2178529,2179057
2178505,2179057
2178409,2179057
2178913,2179057
2178911,2179057
2178907,2179057
2178329,2179057
2178327,2179057
2178325,2179057
2178317,2179057
2178319,2179057
2178919,2179057
2178495,2179057
2178539,2179057
2178465,2179057
2178433,2179057
2178413,2179057
2178395,2179057
2178393,2179057
2178365,2179057
2178343,2179057
2178905,2179057
2178331,2179057
2178347,2179057
2178357,2179057
2178373,2179057
2178403,2179057
2178423,2179057
2178485,2179057
2178963,2179057
2178953,2179057
2178535,2179057
2179037,2179057
2179763,2179057
2179765,2179057
2179767,2179057
2179057,2179057
2179757,2179057
2179759,2179057
2179057,2179057
2180159,166758913
2178631,166758913
2178609,166758913
2179211,166758913
2179217,166758913
2179229,166758913
2180253,166758913
166758913,166758913
166758913,166758913
2180145,166758920
2180247,166758920
2180143,166758920
2180245,166758920
2180141,166758920
166758921,166758920
166758920,166758920
2180137,166758920
2180255,166758920
166758918,166758920
166758919,166758920
166758920,166758920
478529,478529
476637,478529
476615,478529
476993,478529
476975,478529
476969,478529
476971,478529
476549,478529
476553,478529
476539,478529
476489,478529
476449,478529
476955,478529
476483,478529
476923,478529
476441,478529
476327,478529
476381,478529
476547,478529
476425,478529
476533,478529
476331,478529
476459,478529
476617,478529
476623,478529
476591,478529
476587,478529
476473,478529
476959,478529
476481,478529
476437,478529
476421,478529
476479,478529
476439,478529
476379,478529
476961,478529
476457,478529
476443,478529
476487,478529
476423,478529
476447,478529
476551,478529
477023,478529
478979,478529
478981,478529
478529,478529
476665,478333
476605,478333
478333,478333
478333,478333
478369,478369
478621,478369
478365,478369
478369,478369
478545,478545
478325,478545
476667,478545
476527,478545
478521,478545
476669,478545
478523,478545
478535,478545
478335,478545
478545,478545
478347,478357
478357,478357
478357,478357
478351,478367
478367,478367
478367,478367
478361,478361
478609,478361
478341,478361
478685,478361
478361,478361
478363,478363
478605,478363
478355,478363
478363,478363
478343,478343
478683,478343
478343,478343
478595,478595
478353,478595
478595,478595
478345,478345
478345,478345
478543,478543
478331,478543
478329,478543
478319,478543
476585,478543
476657,478543
478511,478543
478327,478543
478679,478543
476655,478543
478525,478543
478527,478543
478519,478543
478517,478543
476659,478543
478539,478543
478681,478543
478543,478543
476613,478541
