COMID,terminal_COMID
2683314,2683512
2683304,2683512
2683306,2683512
2683296,2683512
2683324,2683512
2683512,2683512
2683322,2683322
2683322,2683322
2683516,2683516
2683336,2683516
2683518,2683516
2683514,2683516
2683330,2683516
2683516,2683516
2683522,2683334
2683334,2683334
2683720,2683334
2683334,2683334
2683326,2683326
2683326,2683326
2683140,2683140
2683178,2683140
2683622,2683140
2683198,2683140
2683272,2683140
2683642,2683140
2683682,2683140
2683140,2683140
2683112,2683112
2683132,2683112
2683154,2683112
2683264,2683112
2683238,2683112
2683134,2683112
2683128,2683112
2683624,2683112
2683484,2683112
2684230,2683112
2683750,2683112
2683632,2683112
2683620,2683112
2684276,2683112
2684278,2683112
2683636,2683112
2683638,2683112
2683666,2683112
2683670,2683112
2683674,2683112
2683112,2683112
2683070,2683070
2683064,2683070
2683480,2683070
2683074,2683070
2683048,2683070
2683070,2683070
2683114,2683114
2683104,2683114
24893272,2683114
2683136,2683114
2683096,2683114
2683086,2683114
24893270,2683114
2683114,2683114
2683158,2683158
2683158,2683158
2683176,2683176
2683176,2683176
2683280,2683280
2683250,2683280
2683232,2683280
2683662,2683280
2683676,2683280
2683280,2683280
2683276,2683276
2683276,2683276
2683298,2683298
2683240,2683298
2683298,2683298
2683288,2683288
2683260,2683288
2683256,2683288
2683262,2683288
2683288,2683288
2683508,2683508
2683220,2683508
2683268,2683508
2683254,2683508
2683266,2683508
2683508,2683508
2683348,2683348
2683766,2683348
2683348,2683348
2683294,2683302
2683302,2683302
2683302,2683302
2683094,2683094
2683094,2683094
2683108,2683108
2683108,2683108
2683162,2683162
2683764,2683162
2683162,2683162
2683332,2683332
2683520,2683332
2683734,2683332
2683332,2683332
2683526,2683526
2683526,2683526
2682760,2682786
2682786,2682786
2682786,2682786
2678036,2676686
2678752,2676686
2678046,2676686
2678776,2676686
2677904,2676686
2677900,2676686
2677902,2676686
2677898,2676686
2677560,2676686
2677854,2676686
2677858,2676686
2677556,2676686
2677896,2676686
2676504,2676686
2677552,2676686
2676244,2676686
2677520,2676686
2676186,2676686
2676154,2676686
2677856,2676686
2677848,2676686
2676248,2676686
2676260,2676686
2677832,2676686
2676250,2676686
2677826,2676686
2677828,2676686
2676228,2676686
2676224,2676686
2677508,2676686
2677824,2676686
2677822,2676686
2677492,2676686
2676106,2676686
2673760,2676686
2676080,2676686
2673756,2676686
2673744,2676686
2673538,2676686
2673526,2676686
2673518,2676686
2674050,2676686
2676258,2676686
2676266,2676686
2676272,2676686
2677546,2676686
2677878,2676686
2677536,2676686
2677528,2676686
2677836,2676686
2676198,2676686
2674052,2676686
2677636,2676686
2678778,2676686
2674044,2676686
2674040,2676686
2676658,2676686
2678052,2676686
2676634,2676686
2677638,2676686
2677996,2676686
2677614,2676686
2677964,2676686
2677966,2676686
2676384,2676686
24893362,2676686
2677584,2676686
24893364,2676686
2676316,2676686
2678366,2676686
2677488,2676686
2676086,2676686
2673758,2676686
2676134,2676686
2676084,2676686
2674144,2676686
2674110,2676686
2673574,2676686
2674174,2676686
2673588,2676686
2673576,2676686
2674072,2676686
2673480,2676686
2673482,2676686
2673474,2676686
2674036,2676686
2673476,2676686
2674032,2676686
2673498,2676686
2674042,2676686
2673504,2676686
2673542,2676686
2673556,2676686
2673640,2676686
2673624,2676686
2673726,2676686
2673762,2676686
2676076,2676686
2673716,2676686
2676108,2676686
2676110,2676686
2674164,2676686
2674352,2676686
2674402,2676686
2674358,2676686
2673746,2676686
2674386,2676686
2673764,2676686
2676054,2676686
2676090,2676686
2677538,2676686
2676264,2676686
2677768,2676686
2677524,2676686
2676294,2676686
2677890,2676686
2676330,2676686
2676268,2676686
2677866,2676686
2676300,2676686
2676302,2676686
2676298,2676686
2676372,2676686
2677892,2676686
2676292,2676686
2677804,2676686
2676238,2676686
2678364,2676686
2676290,2676686
2676240,2676686
2676202,2676686
2677800,2676686
2676178,2676686
2678362,2676686
2677502,2676686
2677476,2676686
2674150,2676686
2674148,2676686
2674140,2676686
2673690,2676686
2673600,2676686
2673646,2676686
2674384,2676686
2674146,2676686
2676156,2676686
2676188,2676686
2677526,2676686
2677602,2676686
2677942,2676686
2676572,2676686
2676532,2676686
2676514,2676686
2676558,2676686
2676512,2676686
2676406,2676686
2676352,2676686
2676350,2676686
2676362,2676686
2678376,2676686
2677864,2676686
2677870,2676686
2677868,2676686
2676370,2676686
2676382,2676686
2676424,2676686
2677874,2676686
2677862,2676686
2677582,2676686
2676386,2676686
2678744,2676686
2676334,2676686
2677852,2676686
2678746,2676686
2677844,2676686
2676320,2676686
2677594,2676686
2678382,2676686
2676338,2676686
2676286,2676686
2676288,2676686
2677570,2676686
2676296,2676686
2677558,2676686
2676576,2676686
2676602,2676686
2676612,2676686
2676696,2676686
2678754,2676686
2676640,2676686
2674054,2676686
2678064,2676686
2677998,2676686
2677994,2676686
2676686,2676686
2678758,2676686
2676650,2676686
2692020,2676686
2677944,2676686
24893426,2676686
2677914,2676686
2677962,2676686
2677906,2676686
2677894,2676686
2674400,2676686
5195912,2676686
5195914,2676686
2678000,2676686
2678016,2676686
2678018,2676686
2678026,2676686
2678028,2676686
2678048,2676686
2677846,2676686
2677850,2676686
2692120,2676686
2674294,2676686
2674296,2676686
2674302,2676686
2674304,2676686
2674312,2676686
2674314,2676686
2674342,2676686
2674344,2676686
2674348,2676686
2674246,2676686
2674248,2676686
2674254,2676686
2674210,2676686
2674212,2676686
2674214,2676686
2674176,2676686
2674178,2676686
2674180,2676686
2674182,2676686
2674188,2676686
2674190,2676686
2674192,2676686
2674198,2676686
2674202,2676686
2674346,2676686
2677784,2676686
2677786,2676686
2674316,2676686
2674318,2676686
2674326,2676686
2677884,2676686
2677886,2676686
2677922,2676686
2677924,2676686
2677936,2676686
2677958,2676686
2678024,2676686
2678030,2676686
2678032,2676686
2678038,2676686
2677986,2676686
2677988,2676686
2677990,2676686
2677838,2676686
2677840,2676686
2677842,2676686
2677888,2676686
2676686,2676686
2682912,2683452
2682940,2683452
2683452,2683452
2683452,2683452
2683066,2692002
2683474,2692002
2684266,2692002
2683466,2692002
2683468,2692002
2683022,2692002
2683602,2692002
2691998,2692002
2684300,2692002
2684302,2692002
2683470,2692002
2683472,2692002
2683476,2692002
2692002,2692002
2682976,2692002
2692000,2692002
2684264,2692002
2684262,2692002
24893338,2692002
2692002,2692002
2683724,2683730
2683292,2683730
2683500,2683730
2683730,2683730
2683718,2683730
2683506,2683730
2683722,2683730
2683730,2683730
2682906,2683464
2682904,2683464
2683458,2683464
2683464,2683464
2683464,2683464
2677724,2677724
2677724,2677724
2682220,166174088
166174087,166174088
166174088,166174088
166174088,166174088
2683186,166174093
2683274,166174093
166174091,166174093
166174092,166174093
166174093,166174093
166174093,166174093
2682908,2682908
2682908,2682908
2677062,2677062
2677062,2677062
2680402,2680402
2680402,2680402
2683212,931050021
2683218,931050021
2683234,931050021
931050021,931050021
931050022,931050021
931050021,931050021
2683340,931050024
2683338,931050024
931050023,931050024
931050024,931050024
931050025,931050024
931050026,931050024
931050024,931050024
2683344,931050028
931050027,931050028
931050028,931050028
931050028,931050028
2683362,931050029
2683360,931050029
2684292,931050029
2683358,931050029
931050029,931050029
931050030,931050029
931050031,931050029
931050029,931050029
5203366,5203366
5203340,5203366
5203324,5203366
5203730,5203366
5204148,5203366
5203232,5203366
5203236,5203366
5204142,5203366
5203342,5203366
5203322,5203366
5203280,5203366
5204158,5203366
5204160,5203366
5204156,5203366
5203366,5203366
5203188,5203188
5203180,5203188
5203136,5203188
5203086,5203188
5203084,5203188
5203058,5203188
5203016,5203188
5202986,5203188
5202956,5203188
5202948,5203188
5202934,5203188
5202926,5203188
5202942,5203188
5204016,5203188
5204018,5203188
5204010,5203188
5204008,5203188
5203698,5203188
5202868,5203188
5202862,5203188
5202864,5203188
5202810,5203188
5203682,5203188
5202788,5203188
5203648,5203188
5202790,5203188
5202766,5203188
5202734,5203188
5202698,5203188
5202700,5203188
5202648,5203188
5202696,5203188
5202662,5203188
5202664,5203188
5202758,5203188
5203896,5203188
5203680,5203188
5203894,5203188
5203176,5203188
5203112,5203188
5204078,5203188
5203110,5203188
5203006,5203188
5202982,5203188
5202732,5203188
5204300,5203188
5203658,5203188
5202660,5203188
5202658,5203188
5202668,5203188
5203652,5203188
5204302,5203188
5202768,5203188
5203888,5203188
5202748,5203188
5204312,5203188
5202860,5203188
5202866,5203188
5204324,5203188
5202938,5203188
5204334,5203188
5202964,5203188
5202944,5203188
5202918,5203188
5202940,5203188
5203992,5203188
5203986,5203188
5202910,5203188
5203994,5203188
5202930,5203188
5203998,5203188
5203708,5203188
5203066,5203188
5204338,5203188
5203088,5203188
5203158,5203188
5204348,5203188
5204002,5203188
5203996,5203188
5203990,5203188
5203988,5203188
5203984,5203188
5203848,5203188
5204472,5203188
5203850,5203188
5203188,5203188
5204982,5204982
5204968,5204982
5204978,5204982
5205142,5204982
5205144,5204982
5205146,5204982
5205278,5204982
5204982,5204982
5205026,5204986
5204986,5204986
24891061,5204986
5204986,5204986
5205024,5205156
5205156,5205156
5205150,5205156
5205156,5205156
5204936,5204942
5204942,5204942
5204942,5204942
5205138,5204944
5204932,5204944
5204944,5204944
5204924,5204944
5205140,5204944
5204944,5204944
5204910,5204910
5204916,5204910
5204906,5204910
5204910,5204910
5204874,5204874
5204874,5204874
5204812,5204812
5204804,5204812
5204802,5204812
5204812,5204812
5204758,5204758
5205046,5204758
5204742,5204758
5204758,5204758
5203362,5203362
5203362,5203362
5203252,5203252
5203224,5203252
5203222,5203252
5203252,5203252
5203278,5203278
5203278,5203278
5204686,5204686
5205158,5204686
5204686,5204686
5204980,5204980
5204964,5204980
5205022,5204980
5204976,5204980
5204972,5204980
5204980,5204980
5204960,5204960
5205178,5204960
5204960,5204960
5204254,5205314
5207074,5205314
5204250,5205314
5203310,5205314
5204242,5205314
5203294,5205314
5203282,5205314
5203108,5205314
5204346,5205314
5203748,5205314
5204232,5205314
5207072,5205314
5203200,5205314
5203070,5205314
5203700,5205314
5202836,5205314
5202838,5205314
5203980,5205314
5203972,5205314
5203982,5205314
5204172,5205314
5207070,5205314
5204220,5205314
5203172,5205314
5204164,5205314
5203164,5205314
5203152,5205314
5203142,5205314
5203096,5205314
5203054,5205314
5203044,5205314
5202990,5205314
5202972,5205314
5202936,5205314
5202878,5205314
5202858,5205314
5203696,5205314
5203674,5205314
5203936,5205314
5202792,5205314
5203932,5205314
5203930,5205314
5203670,5205314
5203662,5205314
5202704,5205314
5203924,5205314
5203934,5205314
5203654,5205314
5202682,5205314
5203864,5205314
5203856,5205314
5203646,5205314
5203604,5205314
5203592,5205314
5202532,5205314
5202522,5205314
5203672,5205314
5202774,5205314
5202752,5205314
5202738,5205314
5202710,5205314
5202656,5205314
5202638,5205314
5202620,5205314
5203602,5205314
5202516,5205314
5203586,5205314
5203174,5205314
5204162,5205314
5203138,5205314
5202674,5205314
5202740,5205314
5204322,5205314
5203210,5205314
5203212,5205314
5203208,5205314
5203226,5205314
5203228,5205314
5203344,5205314
5207076,5205314
5203328,5205314
5203316,5205314
5203292,5205314
5203274,5205314
5203258,5205314
5203326,5205314
5203256,5205314
5204356,5205314
5203304,5205314
5203356,5205314
5203318,5205314
5203186,5205314
5203196,5205314
5204166,5205314
5204174,5205314
5203150,5205314
5203042,5205314
5203034,5205314
5203072,5205314
5202970,5205314
5204056,5205314
5202958,5205314
5202920,5205314
5203656,5205314
5203876,5205314
5203890,5205314
5203744,5205314
5202718,5205314
5203878,5205314
5203874,5205314
5203644,5205314
5202632,5205314
5202634,5205314
5202602,5205314
5204290,5205314
5203610,5205314
5202606,5205314
5204294,5205314
5202594,5205314
5202584,5205314
5204286,5205314
5202586,5205314
5204292,5205314
5203806,5205314
5202556,5205314
5204278,5205314
5202542,5205314
5202524,5205314
5202512,5205314
5202508,5205314
5202510,5205314
5204268,5205314
5202514,5205314
5204272,5205314
5202580,5205314
5202562,5205314
5203790,5205314
5202540,5205314
5202564,5205314
5203802,5205314
5202560,5205314
5204280,5205314
5203632,5205314
5202642,5205314
5203634,5205314
5202618,5205314
5203822,5205314
5203630,5205314
5202644,5205314
5204470,5205314
5202654,5205314
5204298,5205314
5203636,5205314
5202608,5205314
5202678,5205314
5204304,5205314
5203664,5205314
5202716,5205314
5204310,5205314
5203694,5205314
5203692,5205314
5203966,5205314
5202772,5205314
5202736,5205314
5203650,5205314
5202684,5205314
5203872,5205314
5204308,5205314
5202672,5205314
5203642,5205314
5203628,5205314
5203780,5205314
5202506,5205314
5203588,5205314
5203778,5205314
5202536,5205314
5204282,5205314
5204284,5205314
5202538,5205314
5203616,5205314
5202640,5205314
5202622,5205314
5202676,5205314
5202764,5205314
5202842,5205314
5202832,5205314
5202830,5205314
5202880,5205314
5202946,5205314
5202996,5205314
5203024,5205314
5203060,5205314
5202998,5205314
5203020,5205314
5203010,5205314
5203082,5205314
5203098,5205314
5203146,5205314
5203170,5205314
5203148,5205314
5203160,5205314
5203198,5205314
5203204,5205314
5203262,5205314
5203268,5205314
5203102,5205314
5203140,5205314
5204146,5205314
5203202,5205314
5202960,5205314
5203704,5205314
5204066,5205314
5202994,5205314
5204090,5205314
5204080,5205314
5203706,5205314
5203014,5205314
5203702,5205314
5202988,5205314
5204340,5205314
5202908,5205314
5202980,5205314
5203018,5205314
5203008,5205314
5204342,5205314
5203026,5205314
5203080,5205314
5203288,5205314
5203106,5205314
5204136,5205314
5203118,5205314
5203276,5205314
5203296,5205314
5203330,5205314
5204244,5205314
5207124,5205314
5204368,5205314
5204246,5205314
5207126,5205314
5204256,5205314
5204258,5205314
5204260,5205314
5203360,5205314
5205096,5205314
5205112,5205314
5204788,5205314
5205164,5205314
5204786,5205314
5205094,5205314
5205098,5205314
5204798,5205314
5205454,5205314
5204834,5205314
5204806,5205314
5204814,5205314
5204816,5205314
5204852,5205314
5205464,5205314
5204832,5205314
5204848,5205314
5204870,5205314
5204868,5205314
5205472,5205314
5205470,5205314
5204898,5205314
5205136,5205314
5205172,5205314
5204912,5205314
5204882,5205314
5205466,5205314
5204876,5205314
5205458,5205314
5205360,5205314
5204888,5205314
5205314,5205314
5205358,5205314
5205362,5205314
5205374,5205314
5205460,5205314
5205462,5205314
5205468,5205314
5205476,5205314
5205474,5205314
5202598,5205314
5207080,5205314
5207084,5205314
5207088,5205314
5207090,5205314
5207092,5205314
5205418,5205314
5205420,5205314
5204712,5205314
5203374,5205314
5205422,5205314
5205078,5205314
5205426,5205314
5205080,5205314
5203606,5205314
5204474,5205314
5204076,5205314
5204074,5205314
5204068,5205314
5204064,5205314
5204062,5205314
5204058,5205314
5204038,5205314
5204036,5205314
5203922,5205314
5203912,5205314
5203910,5205314
5204376,5205314
5203846,5205314
5203840,5205314
5203818,5205314
5203838,5205314
5203836,5205314
5203834,5205314
5203832,5205314
5203830,5205314
5203828,5205314
5203826,5205314
5203824,5205314
5203816,5205314
5203812,5205314
5203810,5205314
5203798,5205314
5203796,5205314
5203844,5205314
5203854,5205314
5203842,5205314
5204086,5205314
5204084,5205314
5204082,5205314
5204428,5205314
5204432,5205314
5204430,5205314
5205314,5205314
3330380,5205320
3325720,5205320
3325708,5205320
3325694,5205320
3325676,5205320
3325686,5205320
3325704,5205320
3325688,5205320
3324860,5205320
3325660,5205320
3324848,5205320
3324832,5205320
3325722,5205320
3325656,5205320
3325672,5205320
3325654,5205320
3325716,5205320
3325682,5205320
3325628,5205320
3325612,5205320
3325626,5205320
3325262,5205320
3325588,5205320
3324778,5205320
3325246,5205320
3324744,5205320
3324728,5205320
3324702,5205320
3325478,5205320
3324604,5205320
3325804,5205320
3324618,5205320
3324612,5205320
3325192,5205320
3325812,5205320
3324642,5205320
3324624,5205320
3325188,5205320
3325842,5205320
3325458,5205320
3325460,5205320
3325198,5205320
3325756,5205320
3324746,5205320
3324734,5205320
3325220,5205320
3325586,5205320
3325590,5205320
3325538,5205320
3325576,5205320
3325580,5205320
3325562,5205320
3325544,5205320
3325524,5205320
3325488,5205320
3325492,5205320
3325480,5205320
3324668,5205320
3325470,5205320
3325200,5205320
3324708,5205320
3324718,5205320
3325472,5205320
3325450,5205320
3325410,5205320
3325370,5205320
3325392,5205320
3325352,5205320
3325356,5205320
3325334,5205320
3325320,5205320
3325324,5205320
3322526,5205320
3322512,5205320
3322496,5205320
3322486,5205320
3322482,5205320
3330412,5205320
3322488,5205320
3325394,5205320
3324574,5205320
3324570,5205320
3325296,5205320
3325154,5205320
3324690,5205320
3325494,5205320
3324672,5205320
3324664,5205320
3325666,5205320
3324808,5205320
3324788,5205320
3325616,5205320
3325260,5205320
3324758,5205320
3324752,5205320
3325228,5205320
3325282,5205320
3324780,5205320
3325582,5205320
3324804,5205320
3325608,5205320
3325644,5205320
3325606,5205320
3325618,5205320
3325642,5205320
3324790,5205320
3324844,5205320
3325614,5205320
3325264,5205320
3325252,5205320
3324490,5205320
3325326,5205320
3324538,5205320
3324830,5205320
3324888,5205320
3324914,5205320
3324912,5205320
3324870,5205320
3325674,5205320
3324842,5205320
3325658,5205320
3324862,5205320
3324866,5205320
3324880,5205320
3324854,5205320
3324850,5205320
3324858,5205320
3324868,5205320
3325780,5205320
3324818,5205320
3325692,5205320
3324836,5205320
3325702,5205320
3325280,5205320
3325848,5205320
3325286,5205320
3325776,5205320
3324756,5205320
3325570,5205320
3324738,5205320
3325550,5205320
3324716,5205320
3324740,5205320
3325770,5205320
3324710,5205320
3325768,5205320
3324688,5205320
3324684,5205320
3324676,5205320
3324674,5205320
3324686,5205320
3324692,5205320
3324694,5205320
3325240,5205320
3324828,5205320
3325824,5205320
3324814,5205320
3324798,5205320
3325244,5205320
3324812,5205320
3324794,5205320
3324802,5205320
3324792,5205320
3324776,5205320
3324774,5205320
3324806,5205320
3324784,5205320
3324768,5205320
3325578,5205320
3324760,5205320
3325540,5205320
3324732,5205320
3325526,5205320
3324724,5205320
3324736,5205320
3324722,5205320
3324720,5205320
3324666,5205320
3324662,5205320
3324656,5205320
3324660,5205320
3324654,5205320
3324680,5205320
3324652,5205320
3324646,5205320
3324638,5205320
3325178,5205320
3324632,5205320
3324636,5205320
3324648,5205320
3324658,5205320
3324700,5205320
3324696,5205320
3324670,5205320
3325482,5205320
3325786,5205320
3324622,5205320
3325452,5205320
3325190,5205320
3324620,5205320
3325182,5205320
3325186,5205320
3324582,5205320
3330372,5205320
3325412,5205320
3324594,5205320
3325168,5205320
3324568,5205320
3325138,5205320
3324510,5205320
3325336,5205320
3325736,5205320
3324498,5205320
3321426,5205320
3324474,5205320
3330314,5205320
3325322,5205320
3321382,5205320
3322514,5205320
3321374,5205320
3321364,5205320
3321362,5205320
3321394,5205320
3321406,5205320
3321396,5205320
3321346,5205320
3322498,5205320
3321342,5205320
3321344,5205320
3322484,5205320
3324514,5205320
3325348,5205320
3325350,5205320
3325144,5205320
3325738,5205320
3325354,5205320
3324564,5205320
3325368,5205320
3325202,5205320
3325222,5205320
3325206,5205320
3325486,5205320
3325484,5205320
3324712,5205320
3324750,5205320
3324748,5205320
3325542,5205320
3324762,5205320
3325560,5205320
3325558,5205320
3324782,5205320
3325584,5205320
3325256,5205320
3325268,5205320
3325258,5205320
3325248,5205320
3324614,5205320
3324596,5205320
3324598,5205320
3325414,5205320
3324640,5205320
3325196,5205320
3325754,5205320
3324634,5205320
3325194,5205320
3325448,5205320
3325454,5205320
3325752,5205320
3324562,5205320
3324576,5205320
3325298,5205320
3325224,5205320
3325232,5205320
3324754,5205320
3325766,5205320
3324742,5205320
3325764,5205320
3325226,5205320
3325500,5205320
3325230,5205320
3325214,5205320
3325496,5205320
3325218,5205320
3325236,5205320
3324816,5205320
3325624,5205320
3325266,5205320
3325772,5205320
3325270,5205320
3325774,5205320
3325274,5205320
3325830,5205320
3324820,5205320
3324826,5205320
3324840,5205320
3325272,5205320
3325278,5205320
3325650,5205320
3325652,5205320
3325284,5205320
3325680,5205320
3324894,5205320
3325696,5205320
3324886,5205320
3325690,5205320
3330378,5205320
3324874,5205320
3325678,5205320
3325250,5205320
3324846,5205320
3324834,5205320
3324824,5205320
3324822,5205320
3324838,5205320
3324852,5205320
3324856,5205320
3325832,5205320
3324864,5205320
3324872,5205320
3325778,5205320
3324876,5205320
3324882,5205320
3324890,5205320
3324892,5205320
3324884,5205320
3325684,5205320
3324910,5205320
3325706,5205320
3324922,5205320
3325710,5205320
3325712,5205320
3324896,5205320
3324898,5205320
3324904,5205320
3325292,5205320
3324908,5205320
3325290,5205320
3325294,5205320
3324900,5205320
3325288,5205320
3324902,5205320
3325416,5205320
3325834,5205320
3325636,5205320
3324906,5205320
3325662,5205320
3325648,5205320
3325254,5205320
3330344,5205320
3324920,5205320
3324796,5205320
3324800,5205320
5203178,5205320
5203184,5205320
5204456,5205320
5203214,5205320
5203230,5205320
5203246,5205320
5203244,5205320
5204450,5205320
3325724,5205320
3325836,5205320
3325726,5205320
3325728,5205320
3325490,5205320
3325498,5205320
3325502,5205320
3325504,5205320
3325510,5205320
3325844,5205320
3325422,5205320
3325376,5205320
3325378,5205320
3325380,5205320
3325390,5205320
3325402,5205320
3325638,5205320
3325640,5205320
3325816,5205320
3325818,5205320
3325846,5205320
3325530,5205320
3325532,5205320
3325534,5205320
3325536,5205320
3325548,5205320
3325552,5205320
3325554,5205320
3325556,5205320
3325566,5205320
3325568,5205320
3325610,5205320
3325506,5205320
3325508,5205320
3325512,5205320
3325620,5205320
3325622,5205320
3325630,5205320
3325664,5205320
3325668,5205320
3325670,5205320
3325698,5205320
3325700,5205320
3325714,5205320
3325820,5205320
3325822,5205320
3325826,5205320
5204198,5205320
5204210,5205320
5204214,5205320
5204458,5205320
5207114,5205320
6713603,5205320
6713623,5205320
6714633,5205320
6713597,5205320
6714635,5205320
6713629,5205320
6714619,5205320
6714605,5205320
6714629,5205320
6714599,5205320
6714591,5205320
6712641,5205320
6712143,5205320
6716133,5205320
6712629,5205320
6712131,5205320
6712117,5205320
6712103,5205320
6711987,5205320
6712313,5205320
6711963,5205320
6711957,5205320
6712643,5205320
6712631,5205320
6712633,5205320
6714601,5205320
6714627,5205320
6714607,5205320
6714621,5205320
6714645,5205320
6714623,5205320
6716135,5205320
6712623,5205320
6712645,5205320
6712639,5205320
6712649,5205320
6712605,5205320
6716131,5205320
6712111,5205320
6712621,5205320
6712619,5205320
6716033,5205320
6716035,5205320
6712107,5205320
6712609,5205320
6712099,5205320
6712611,5205320
6712129,5205320
6712115,5205320
6711985,5205320
6711973,5205320
6712157,5205320
6712141,5205320
6712335,5205320
6712123,5205320
6712105,5205320
6714497,5205320
6714603,5205320
6714511,5205320
6714505,5205320
6712119,5205320
6712327,5205320
6712591,5205320
6712059,5205320
6713447,5205320
6713573,5205320
6713577,5205320
6713529,5205320
6713637,5205320
6713489,5205320
6713621,5205320
6713479,5205320
6713633,5205320
6713635,5205320
6713467,5205320
6713477,5205320
6713627,5205320
6713625,5205320
6714507,5205320
6714515,5205320
6714639,5205320
6714637,5205320
6714493,5205320
6714631,5205320
6714495,5205320
6714503,5205320
6714509,5205320
6714483,5205320
6714489,5205320
6714611,5205320
6714613,5205320
6714491,5205320
6714595,5205320
6714485,5205320
6714499,5205320
6714501,5205320
6714487,5205320
6714643,5205320
6714467,5205320
6714625,5205320
6714481,5205320
6714477,5205320
6712155,5205320
6712647,5205320
6712135,5205320
6712625,5205320
6712095,5205320
6712607,5205320
6712133,5205320
6712329,5205320
6712731,5205320
6712603,5205320
6712069,5205320
6712027,5205320
6712021,5205320
6712737,5205320
6712073,5205320
6712031,5205320
6712581,5205320
6712583,5205320
6711991,5205320
6712569,5205320
6711977,5205320
6711981,5205320
6712557,5205320
6712709,5205320
6712071,5205320
6712587,5205320
6712019,5205320
6712025,5205320
6712339,5205320
6712637,5205320
6714459,5205320
6714609,5205320
6711979,5205320
6711993,5205320
6712101,5205320
6712159,5205320
6710913,5205320
6712137,5205320
6712337,5205320
6710871,5205320
6712127,5205320
6710893,5205320
6710869,5205320
6712331,5205320
6712121,5205320
6712125,5205320
6712139,5205320
6714473,5205320
6714475,5205320
6714615,5205320
6714617,5205320
6713463,5205320
6713655,5205320
6713457,5205320
6713595,5205320
6713465,5205320
6713461,5205320
6713599,5205320
6713475,5205320
6713613,5205320
6713555,5205320
6713581,5205320
6713571,5205320
6713589,5205320
6713451,5205320
6713591,5205320
6713527,5205320
6713525,5205320
6713639,5205320
6713583,5205320
6713585,5205320
6716047,5205320
6713431,5205320
6713429,5205320
6713427,5205320
6713557,5205320
6713443,5205320
6713567,5205320
6713437,5205320
6713439,5205320
6713441,5205320
6713523,5205320
6713417,5205320
6713415,5205320
6713411,5205320
6713553,5205320
6711179,5205320
6711127,5205320
6713403,5205320
6711125,5205320
6710901,5205320
6710889,5205320
6710881,5205320
6710877,5205320
6711151,5205320
6711117,5205320
6711115,5205320
6710865,5205320
6713433,5205320
6713413,5205320
6710899,5205320
6710905,5205320
6710897,5205320
6710879,5205320
6710867,5205320
6711119,5205320
6710885,5205320
6710891,5205320
6711123,5205320
6710911,5205320
6710895,5205320
6710903,5205320
6710921,5205320
6713419,5205320
6710923,5205320
6713515,5205320
6713421,5205320
6713521,5205320
6713435,5205320
6713641,5205320
6714465,5205320
6713409,5205320
6713645,5205320
6713519,5205320
6714471,5205320
6714479,5205320
6713425,5205320
6713517,5205320
6713445,5205320
6713455,5205320
6711167,5205320
6710919,5205320
6710917,5205320
6711157,5205320
6711161,5205320
6711163,5205320
6711175,5205320
6710909,5205320
6711153,5205320
6710915,5205320
6711159,5205320
6710907,5205320
6711155,5205320
6710875,5205320
6710887,5205320
6710873,5205320
6710883,5205320
6713481,5205320
6713483,5205320
6713491,5205320
6713485,5205320
6712573,5205320
6712739,5205320
6713561,5205320
6714517,5205320
6714513,5205320
6713469,5205320
6713609,5205320
6713551,5205320
6713569,5205320
6712809,5205320
6714461,5205320
6712811,5205320
6712561,5205320
6712559,5205320
6713631,5205320
6713605,5205320
6716095,5205320
6713619,5205320
6713611,5205320
6713579,5205320
6713607,5205320
6713575,5205320
6713593,5205320
6713617,5205320
6712597,5205320
6712599,5205320
6712585,5205320
6714641,5205320
6712161,5205320
6714593,5205320
6712163,5205320
6714647,5205320
6714597,5205320
6711121,5205320
6711177,5205320
6713565,5205320
6711171,5205320
6713643,5205320
6711169,5205320
6713547,5205320
6711165,5205320
6713543,5205320
6713563,5205320
6713559,5205320
6712579,5205320
6712553,5205320
6712551,5205320
6712543,5205320
6712541,5205320
5205126,5205320
5204764,5205320
5205382,5205320
5205366,5205320
5205106,5205320
5204700,5205320
5203740,5205320
5203350,5205320
5203336,5205320
5203298,5205320
5204846,5205320
5205336,5205320
5204754,5205320
5203370,5205320
5204736,5205320
5203738,5205320
5203320,5205320
5203312,5205320
5203308,5205320
5204366,5205320
5205014,5205320
5205028,5205320
5204974,5205320
5204970,5205320
5204984,5205320
5204950,5205320
5205274,5205320
5204948,5205320
5204952,5205320
5203368,5205320
5205306,5205320
5204696,5205320
5205300,5205320
5204744,5205320
5204800,5205320
5205298,5205320
5204808,5205320
5204762,5205320
5204810,5205320
5203742,5205320
5203354,5205320
5203306,5205320
5204374,5205320
5203736,5205320
5203290,5205320
5204738,5205320
5204760,5205320
5204780,5205320
5204792,5205320
5204822,5205320
5204818,5205320
5205010,5205320
5204856,5205320
5204880,5205320
5205332,5205320
5204844,5205320
5204862,5205320
5205310,5205320
5204782,5205320
5205108,5205320
5203334,5205320
5203286,5205320
5204372,5205320
5203302,5205320
5203358,5205320
5204716,5205320
5205086,5205320
5204730,5205320
5204718,5205320
5205084,5205320
5205166,5205320
5204710,5205320
5203372,5205320
5204698,5205320
5204774,5205320
5204766,5205320
5205380,5205320
5205364,5205320
5205120,5205320
5204752,5205320
5204750,5205320
5204778,5205320
5205370,5205320
